count,name,radioless,weight,bpv,rf,dates,size,af,ta,ot,cs,mp,gp,gt,ma,rof_ife,breakdown,intensive_fire,bmg,cmg,aamg,sa,ammunition,smoke_depletion,smoke_discharger,transport,notes,version,piece,overrides,svg_image_transform,reverse,comments
4,SdKfz 6/2 <i>AAht</i>,,10.5,44,1.4,39-45,0,★,,,5,13†,,T,T37L,3 (8),†,,,,†,,,,,,"89, A†, D†, N",1.0,sdkfz62|sssdkfz62@ss,nat=ge|mb=|mp=13|mgs=,,,
4,SdKfz 7/1 <i>AAht</i>,,11.5,55,1.4,42-45,-1,★,,,4,13†,,T,T20L†,3 (20),†,,,,†,,,,,,"90, A†, D†, N",1.0,sdkfz71|sssdkfz71@ss,nat=ge|ma=<*>$$|mb=|mp=13|mgs=,,,
4,Kfz 4 <i>AAtr</i>,,2,24,1.2,39-43,+1,★,,,3,30<sup>t</sup>,,,AAMG,1,,,,,6†,,,,,,"91†, N",1.0,kfz4|sskfz4@ss,nat=ge,,,
4,2cm FlaK LKW <i>AAtr</i>,,4,30,1.2,43-45,0,★,,,5,24<sup>t</sup>,,T,T20L,3 (4),11,,,,†,,,,,,"92, A†",1.0,lkw2cm|sslkw2cm@ss,nat=ge|ma=[*]$$|mgs=|qual=a,,,
4,3.7cm FlaK LKW <i>AAtr</i>,,7.5,39,1.2,43-45,-1,★,,,5,23<sup>t</sup>,H,T,T37L,3 (8),,,,,†,,,,,,"92, A†",1.0,lkw37cm|sslkw37cm@ss,nat=ge|ma=[*]$$|mgs=|qual=b,,,
4,Goliath <i>SPDC</i>,,.5,40,1.5,7/43-45,+3,★,,,,6,L†,,DC[16]†,,X11,,,,,,,,,,"93†, L†",,goliath|ssgoliath@ss,ignore,,,
6,Kfz 1 <i>tr</i>,,1,12,1.6-.9†,39-45,+2,★,,,<i>2</i>†,30<sup>t</sup>,L†,,AAMG,1,,,,,Opt 3†,,,,,9PP/T10,"94†, L†, N",1.0,kfz1|sskfz1@ss,nat=ge|ma=,,,
3,Kfz 1/20 <i>atr</i>,,1.5,18,1.5-1.0†,6/42-45,+2†,★,,,<i>2</i>,31<sup>3t</sup>,L†,,,,,,,,,,,,,9PP,"95†, L†",1.0,kfz120|sskfz120@ss,nat=ge,,,
6,Opel 6700 (Blitz) <i>tr</i>,,6.5,16,1.0,39-45,0,★,,,<i>6</i>,28<sup>t</sup>,,,,,,,,,,,,,,21PP/T7,"96, N",1.0,opel|ssopel@ss,nat=ge|qual=a,,,
6,Buessing-NAG 4500 <i>tr</i>,,10.5,21,1.3,39-45,0,★,,,<i>7</i>,24<sup>t</sup>,H,,,,,,,,,,,,,29PP/T2,"96, N",1.0,nag4500|ssnag4500@ss,nat=ge|qual=b,,,
4,SdKfz 2 <i>htMC</i>,,1.5,12,1.1-1.4†,5/41-45,+2,★,,,<i>2</i>,22,L†,,,,,,,,,,,,,3PP†/T10,"97†, L†, N",1.0,sdkfz2|sssdkfz2@ss,nat=ge|pp=$$<*>,,,
4,SdKfz 7 <i>ht</i>,,10,18,1.0,35-45,0,★,,,<i>6</i>,17,,,,,,,,,,,,,,19PP/T-4,"98, N",1.0,sdkfz7|sssdkfz7@ss,nat=ge,,,
4,SdKfz 11 <i>ht</i>,,6,17,1.1,37-45,+1,★,,,<i>5</i>,18,,,,,,,,,,,,,,16PP/T6,"99, N",1.0,sdkfz11|sssdkfz11@ss,nat=ge,,,
0,PzKpfw IIIL <i>MT</i> w/ Opt AAMG,,23,60,1.1-1.4†,7/42-44,0,6/3,+FSR,,5,13,,T,T50L,2,,,3,5,Opt 2†,,A6<sup>2</sup>,,7,,"15v†, B†, N, S",1.0,pziiil2|sspziiil2@ss,nat=ge|mgs=3/5/2,,,
0,PzKpfw IIIN <i>MT</i> w/ Opt AAMG,,23,55,1.3,9/42-45,0,6/3,+SR,,5,13,,T,"T<span style=""text-decoration:overline"">75</span>*",1,,,3,5,Opt 2†,,H9,9,7,,"16v, B†, N<sup>T</sup>, S",1.0,pziiin2|sspziiin2@ss,nat=ge|mgs=3/5/2,,,
0,PzKpfw IVH <i>MT</i> w/ Opt AAMG,,25,73,1.5-.9†,8/42-45,0,8/3,-F/+SR,,6,13,,T,T75L,1,,,3,5,Opt 2†,,A5<sup>2</sup>,8,5,,"24v†, B†, S",1.0,pzivh2|sspzivh2@ss,nat=ge|mgs=3/5/2,,,
0,StuPz IV <i>AG</i> w/ Opt MGs,,28,72,1.4,7/43-45,0,11/3,+FSR,,6,12,,NT,"B<span style=""text-decoration:overline"">150</span>*",,,•,Opt 3†,,Opt 2†,,H7,9,,,"37v†, S",1.0,stupziv2|ssstupziv2@ss,nat=ge|mgs=3<*>/-/2,,,
0,PzJg Tiger <i>AG/TD</i> w/ Opt BMG,,65,75,1.6,7/43-44,-2,18/8,+SR,,7,<b>8</b>,H,NT,B88LL,1,,,Opt 3†,,,,,,,,38v,1.0,pzjg2|sspzjg2@ss,nat=ge|mgs=3/-,,,
0,Marder II <i>TD</i> w/ Opt AAMG,,11,45,1.2,5/42-45,0,3/1/★T,-FSR,•,<b>4</b>,13,,NT,B75L,1,,,,,Opt 2†,,A6<sup>2</sup>; HE7,7,,,"46v, M†, N<sup>FT</sup>",1.0,mardii2|ssmardii2@ss,nat=ge|mgs=-/-/2,,,
0,PzJg III/IV <i>TD</i> w/ Opt AAMG,,24,58,1.3,7/43-45,-1,3/2,-FSR,•,5,13,,NT,B88LL,1,,,,,Opt 2†,,HE7,,,,"49v, M†",1.0,pzjgiii2|sspzjgiii2@ss,nat=ge|mgs=-/-/2,,,
0,SPW 250/8 <i>ht</i> w/ Opt CMG,,6.5,43,1.5,7/43-45,+1,1,,•,<b>4</b>,17,,NT,"B<span style=""text-decoration:overline"">75</span>*",2,<i>10</i>,,,Opt 4†,,,H6,8,,,"60v, Q†",1.0,spw25082|ssspw25082@ss,nat=ge|mgs=-/4[*],,,
0,SPW 251/9 <i>ht</i> w/ Opt CMG,,9,46,1.6-1.3†,9/42-45,+1,1,,•,<b>4</b>,16,,NT,"B<span style=""text-decoration:overline"">75</span>*",2,,,,Opt 4†,,,H6,9,,,"64v, C†, N, Q†",1.0,spw25192|ssspw25192@ss,nat=ge|mgs=-/4,,,
4,PSW 221 <i>AC</i>,,4,30,1.3,37-42,+1,1,,•,2,34†,,1MT,CMG,1,,,,5,†,,,,6,,"69†, A†, N",1.0,sspsw221@ss,nat=ge|mp=[w*]$$,,,
4,PSW 222 <i>AC</i>,,5,36,1.2-1.3†,38-45,+1,1,,•,3,33†,,ST,T20L,2 (4),11,,,5,†,,,,6,,"70†, A†, N",1.0,sspsw222@ss,nat=ge|mp=[w*]$$|qual=a,,,
4,PSW 222 (L) <i>AC</i>,,5,41,1.2,7/42-45,+1,2/1,-F,•,3,34†,,ST,T20L,2 (6),,,,5,†,,,,6,,"70†, A†, N<sup>F</sup>",1.0,sspsw222l@ss,nat=ge|mp=[w*]$$|qual=b,,,
0,PSW 231 (6 rad) <i>AC</i> w/ Opt AAMG,,6,32,1.4,33-40,0,0/1,,,4,23<sup>t</sup>†,,ST,T20L,2 (4),11,,,4,Opt 2†,,,,,,71v†,1.0,psw23162|sspsw23162@ss,nat=ge|mgs=-/4/2,,,
0,PSW 234/3 <i>AC</i> w/ Opt CMG,,11.5,45,1.5,7/44-45,+1,4/1,-F,•,5,33,,NT,"B<span style=""text-decoration:overline"">75</span>*",2,,,,Opt 4†,,,H8,9,,,"76v, Q†",1.0,psw23432|sspsw23432@ss,nat=ge|mgs=-/4[*],,,
0,PzA II <i>SPA</i> w/ Opt AAMG,,11,43,1.3,7/43-45,0,2/1/★T,-FSR,•,4,13,,NT,"B<span style=""text-decoration:overline"">105</span>",,<i>11</i>,,,,Opt 2†,,H5,8,,,"81v, M†",1.0,pzaii2|sspzaii2@ss,nat=ge|mgs=-/-/2,,,
0,37 FlaK/Pz IV <i>SPAA</i> (Firing mode),,,,,,+1,6†T/3†T,★†,•,6,6,,T,T37L,3 (12),,,,,†,,,,,,"85v†, A†",1.0,flakpz37f,nat=ge|far=6<*>|sar=3<*>|mgs=,,,
0,SdKfz 10/4 <i>AAht</i> w/out Trailer,,5.5,35,1.3,39-45,+1,★,,,5,14†,,T,T20L,3 (4),11†,,,,†,,,,,,"88v, A†, D†, N",1.0,sdkfz104b|sssdkfz104b@ss,nat=ge|ma=$$|mb=<i>10</i>|mp=18|mgs=,,,
0,SdKfz 10/5 <i>AAht</i> w/out Trailer,,5,40,1.6,41-45,+1,0/★†,+F,•,4,14†<sup>1</sup>,,T,T20L,3 (6),†<sup>1</sup>,,,,†<sup>2</sup>,,,,,,"88.1v†, A†<sup>2</sup>, D†<sup>1</sup>",1.0,sdkfz105b,nat=ge|ma=$$|mb=<i>11</i>|mp=18|mgs=,,,
0,SdKfz 6/2 <i>AAht</i> w/out Trailer,,10.5,44,1.4,39-45,0,★,,,5,13†,,T,T37L,3 (8),†,,,,†,,,,,,"89v, A†, D†, N",1.0,sdkfz62b|sssdkfz62b@ss,nat=ge|ma=$$|mb=<i>11</i>|mp=17|mgs=,,,
0,SdKfz 7/1 <i>AAht</i> w/out Trailer,,11.5,55,1.4,42-45,-1,★,,,4,13†,,T,T20L†,3 (20),†,,,,†,,,,,,"90v, A†, D†, N",1.0,sdkfz71b|sssdkfz71b@ss,nat=ge|ma=<*>$$|mb=<i>11</i>|mp=16|mgs=,,,
0,Kfz 1 <i>tr</i> w/ Opt AAMG,,1,12,1.6-.9†,39-45,+2,★,,,<i>2</i>†,30<sup>t</sup>,L†,,AAMG,1,,,,,Opt 3†,,,,,9PP/T10,"94v†, L†, N",1.0,kfz12|sskfz12@ss,nat=ge|mgs=-/-/3,,,
0,PzKpfw VIII Maus <i>HT</i>,,,,,,-3,40/28/.,-F,,,<b>8</b>,H,ST,T128L,1*,,,,5,,*T75,,,,,100,1.0,pzmaus,nat=ge,,,
0,¼-Ton Jeep(a) <i>tr</i> (Captured),,1.5,15,1.5-.9†,41-45,+2,★,,,<i>2</i>†<sup>1</sup>,37<sup>t</sup>,L†<sup>2</sup>,,AAMG,1 or 2,,,,,Opt 2 or 4†<sup>3</sup>,,,,,9PP/T10,"54v†, L†<sup>2</sup>, N, O†<sup>3</sup>, CC†<sup>1</sup>",1.0,Jeep2a,nat=ge|cap=am|ma=[*]$$|mgs=-/-/2,,,
0,M3(a) <i>ht</i> (Captured),,8,34,1.0-1.3†,41-45†,+1,0,+F,•,5,<b>20</b>,,,AAMG,1,,,,,4†,,,,,15PP/T6,"28v†, N",1.0,M3hta,nat=ge|cap=am|ma=[*]$$|mgs=-/-/4,,,
0,Generic Armored Car <i>AC</i>,,,,,,,,,•,,,,,,,,,,,,,,,,,g1,1.1,geAC|ssAC@ss,nat=ge,,,
0,Generic Halftrack <i>ht</i>,,,,,,,,,•,,,,,,,,,,,,,,,,,g2,1.1,geHT|ssHT@ss,nat=ge,,,
0,Generic Medium Tank <i>MT</i>,,,,,,,,,,,,,,,,,,,,,,,,,,g3,1.1,geMT|ssMT@ss,nat=ge,,,
0,Generic Self-propelled Gun <i>AG</i>,,,,,,,,,•,,,,,,,,,,,,,,,,,g4,1.1,geSP|ssSP@ss,nat=ge,,,
0,Generic Tank Destroyer <i>TD</i>,,,,,,,,,,,,,,,,,,,,,,,,,,g5,1.0,geTD|ssTD@ss,nat=ge,,,
0,Generic Truck <i>tr</i>,,,,,,,,,,,,,,,,,,,,,,,,,,g6,1.0,geTR|ssTR@ss,nat=ge,,,
