count,name,radioless,weight,bpv,rf,dates,size,af,ta,ot,cs,mp,gp,gt,ma,rof_ife,breakdown,intensive_fire,bmg,cmg,aamg,sa,ammunition,smoke_depletion,smoke_discharger,transport,notes,version,piece,overrides,svg_image_transform,reverse,comments
0,LVT(A)4 <i>aLT</i> w/ Opt BMG,,18,53,1.4-1.2†,6/44-45,-2,2/0,+FSR,•,6,<b>11</b><sup>3</sup>,†<sup>1</sup>,T,"T<span style=""text-decoration:overline"">75</span>*",2,,,Opt 2†<sup>2</sup>,,4,,H8; C7<sup>P</sup>†<sup>3</sup>,WP9,,,"47v†, C†<sup>3</sup>, P, T†<sup>1</sup>, X†<sup>2</sup>",1.0,LVTA42,nat=am|mgs=2[*]/-/4,,,
0,LVT4 <i>aAPC</i> w/ Opt BMG,,15,51,1.0-1.5†,6/44-6/45†,-1,1/0†,,•,7,<b>12</b><sup>3</sup>,L†<sup>1</sup>,,AAMG†,2,,,Opt 2†<sup>2</sup>,,14†,,,,,39PP†,"51v†, D, H, T†<sup>1</sup>, X†<sup>2</sup>",1.1,LVT42,nat=am|ma=$$@sz-1.0|pp=$$<*>|sar=<*>$$|mgs=2[*]/-/14[*]@sz-1.5,,,
0,DUKW <i>atr</i> 2/ Opt AAMG,,9,24,1.2,3/43-45†,-1,★,,,<i>7</i>†<sup>1</sup>,27<sup>3t</sup>,,,AAMG,2,,,,,Opt 4†<sup>2</sup>,,,,,29PP†<sup>3</sup>,"52v†, D†<sup>3</sup>, O†<sup>2</sup>, CC†<sup>1</sup>",1.0,DUKW2,nat=am|ma=[*]$$|pp=[*]$$|mgs=-/-/4,,,
0,¼-Ton Jeep <i>tr</i> w/ Opt AAMG,,1.5,15,1.5-.9†,41-45,+2,★,,,<i>2</i>†<sup>1</sup>,37<sup>t</sup>,L†<sup>2</sup>,,AAMG,1 or 2,,,,,Opt 2 or 4†<sup>3</sup>,,,,,9PP/T10,"54va†, L†<sup>2</sup>, N, O†<sup>3</sup>, CC†<sup>1</sup>",1.0,Jeep2,nat=am|ma=[*]$$|mgs=-/-/2,,,
0,¼-Ton Jeep <i>tr</i> w/ Opt AAMG,,1.5,15,1.5-.9†,41-45,+2,★,,,<i>2</i>†<sup>1</sup>,37<sup>t</sup>,L†<sup>2</sup>,,AAMG,1 or 2,,,,,Opt 2 or 4†<sup>3</sup>,,,,,9PP/T10,"54vb†, L†<sup>2</sup>, N, O†<sup>3</sup>, CC†<sup>1</sup>",1.0,Jeep4,nat=am|ma=[*]$$|rof=2|mgs=-/-/4,,,
0,SPW 251/9 <i>ht</i>(Captured) ,,9,46,1.6-1.3†,9/42-45,+1,1,,•,<b>4</b>,16,,NT,"B<span style=""text-decoration:overline"">75</span>*",2,,,,Opt 4†,,,H6,9,,,"64va, C†, N, Q†",1.0,spw2519g,nat=am|cap=ge,,,
0,SPW 251/9 <i>ht</i> (Captured) w/ Opt CMG,,9,46,1.6-1.3†,9/42-45,+1,1,,•,<b>4</b>,16,,NT,"B<span style=""text-decoration:overline"">75</span>*",2,,,,4,,,H6,9,,,"64vb, C†, N, Q†",1.0,spw25192g,nat=am|cap=ge|mgs=-/4[*],,,
0,Generic Halftrack <i>ht</i>,,,,,,,,,,,,,,,,,,,,,,,,,,g1,1.0,AMht,nat=am,,,
0,Generic Medium Tank <i>MT</i>,,,,,,,,,,,,,,,,,,,,,,,,,,g2,1.0,AMMT,nat=am,,,
0,Generic Amtrac <i>AG</i>,,,,,,,,,,,,L†<sup>1</sup>,,,,,,,,,,,,,,g3,1.0,AMLVT,nat=am,,,
0,Generic Truck <i>tr</i>,,,,,,,,,,,,,,,,,,,,,,,,,,g4,1.0,AMtr,nat=am,,,
0,Armored Bulldozer <i>LT</i>,,,,,,,0,,•,,8†,L†<sup>1</sup>,,,,,,,,,,,,,,g5,1.0,mdozer,nat=am|far=[*]$$|pp=BU<*>|tow=OT,,,
