count,name,radioless,weight,bpv,rf,dates,size,af,ta,ot,cs,mp,gp,gt,ma,rof_ife,breakdown,intensive_fire,bmg,cmg,aamg,sa,ammunition,smoke_depletion,smoke_discharger,transport,notes,version,piece,overrides,svg_image_transform,reverse,comments
0,ISU-152 <i>AG</i> with Opt AAMG,,46,63,1.2,3/44-45,-1,14/11,-F,,6,13,,NT,B152,,<i>10</i>,•,,,Opt 4†,,,,,,"34vb, G†",1.0,ISU1522,nat=ru|mgs=-/-/4,,,
0,Komsomolet <i>APC</i> w/ Opt BMG,,4.1,13,1.3-1.5†,39-45,+1,0,,†,2†,12,L,,BMG†,1,11,,Opt 2†,,,,,,,9PP/T8†,46.1v†,1.0,kom2,nat=ru|ma=$$|mgs=2/-|tow=T8,,,
0,Komsomolet <i>APC</i> w/ Opt BMG,,4.1,13,1.3-1.5†,39-45,+1,0,,†,2†,12,L,,BMG†,1,11,,Opt 2†,,,,,,,9PP/T8†,46.2v†,1.0,stzkom,nat=ru|ma=$$|mb=|pp=5PP|tow=T9|mgs=2/-,,,
0,Sherman III(L)(a) <i>MT</i>,,32,72,1.4,7/44-45,-1,11/4,-F/+SR,,<b>6</b>,14,,T,T75,1†,,,2,4,4,,,5; WP7,sM8,,"50.1va, N, O, R†, LL",1.0,sheriiila,nat=ru|bkg=br|multi_hits|mgs=2/4,,,
0,Sherman III(L)(a) <i>MT</i> w/ Opt AAMG,,32,72,1.4,7/44-45,-1,11/4,-F/+SR,,<b>6</b>,14,,T,T75,1†,,,2,4,4,,,5; WP7,sM8,,"50.1vb, N, O, R†, LL",1.0,sheriiila2,nat=ru|bkg=br|multi_hits,,,
0,Valentine V(b) <i>HT</i> w/out AAMG,,17,45,1.4,43,+1,6,+F,,4,10,,T,"T<span style=""text-decoration:underline"">40</span>L",2,,,,4,Opt 2,,,,sM8,,"52.1v, N, LL",1.0,ru VALVnoaa,nat=ru,,,
0,M3A1 Scout Car(a) <i>APC</i> (Unarmed),,5.5,24,1.4,43-45,+1,0,+F,•,4,28<sup>t</sup>,H,,AAMG†,2,,,,,Opt 6†,,,,,13PP†/T8,"54va†, N, LL",1.0,ruM3A1 SC UA,nat=ru|ma=|pp=$$<*>,,,
0,M3A1 Scout Car(a) <i>APC</i> (British color),,5.5,24,1.4,43-45,+1,0,+F,•,4,28<sup>t</sup>,H,,AAMG†,2,,,,,Opt 6†,,,,,13PP†/T8,54vb,1.0,rum3a1sc,nat=ru|bkg=br|mgs=-/-/6[*]|pp=9PP<*>,,,
0,Generic Armored Car <i>AC</i>,,,,,,,,,,,,,,,,,,,,,,,,,,g1,1.0,RUAC,nat=ru,,,
0,Generic Medium Tank <i>MT</i>,,,,,,,,,,,,,,,,,,,,,,,,,,g2,1.0,RUMT,nat=ru,,,
0,Generic Tank Destroyer <i>TD</i>,,,,,,,,,,,,,,,,,,,,,,,,,,g3,1.0,RUTD,nat=ru,,,
0,Generic Truck <i>tr</i>,,,,,,,,,,,,,,,,,,,,,,,,,,g4,1.0,RUtr,nat=ru,,,
